period, operator, operatorLabel, product, category, gridusagename, gridusage before discount (cts./kWh), gridusagediscount discount (cts./kWh), gridusage after discount (cts./kWh), hereof grid: fixcosts (CHF p.a.), hereof grid: power price (CHF p.a.), hereof grid: working price (cts./kWh), energyname, energy before discount (cts./kWh), energy discount (cts./kWh), energy after discount (cts./kWh), hereof energy: fixcosts (CHF p.a.), hereof energy: power price (CHF p.a.), hereof energy: working price (cts./kWh), charge (cts./kWh), aidfee (cts./kWh), total (cts./kWh), metering rate (cts./kWh), annual metering cost (CHF p.a.)
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C5,EKZ Netz 16L,4.074,0,4.074,720,14040,0.962,EKZ Mixstrom Business,6.443,0,6.443,0,0,6.443,0.16,2.3,12.977,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C6,EKZ Netz 16L,3.673,0,3.673,720,37440,0.969,EKZ Mixstrom Business,6.477,0,6.477,0,0,6.477,0.54,2.3,12.989,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H7,EKZ Netz 400F & EKZ Netz 400WP,5.871,0,5.871,120,0,4.788,EKZ Mixstrom,6.819,0,6.819,36,0,6.542,0.16,2.3,15.15,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C5,EKZ Netz 16L,4.074,0,4.074,720,14040,0.962,EKZ Mixstrom Business,6.443,0,6.443,0,0,6.443,0.65,2.3,13.467,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C2,EKZ Netz 400F,6.857,0,6.857,60,0,6.497,EKZ Mixstrom,7.094,0,7.094,36,0,6.974,0.65,2.3,16.901,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H5,EKZ  Netz 400 F,5.998,0,5.998,60,0,5.038,EKZ Mixstrom,6.953,0,6.953,36,0,6.473,0.65,2.3,15.901,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H8,EKZ  Netz 400 F,6.609,0,6.609,60,0,5.649,EKZ Mixstrom,7.162,0,7.162,36,0,6.682,0.65,2.3,16.721,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C4,EKZ Netz 400L,4.789,0,4.789,720,16200,1.245,EKZ Mixstrom Business,6.443,0,6.443,0,0,6.443,0.65,2.3,14.182,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C1,EKZ  Netz 400 F,7.46,0,7.46,60,0,6.55,EKZ Mixstrom,7.442,0,7.442,36,0,6.992,0.16,2.3,17.362,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H5,EKZ  Netz 400 F,5.998,0,5.998,60,0,5.038,EKZ Mixstrom,6.953,0,6.953,36,0,6.473,0.16,2.3,15.411,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C3,EKZ Netz 400L,5.522,0,5.522,720,5400,1.282,EKZ Mixstrom Business,6.605,0,6.605,0,0,6.605,0.65,2.3,15.077,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C2,EKZ Netz 400F,6.857,0,6.857,60,0,6.497,EKZ Mixstrom,7.094,0,7.094,36,0,6.974,0.16,2.3,16.411,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H4,EKZ  Netz 400 F,7.142,0,7.142,60,0,5.649,EKZ Mixstrom,7.482,0,7.482,36,0,6.682,0.65,2.3,17.574,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H8,EKZ  Netz 400 F,6.609,0,6.609,60,0,5.649,EKZ Mixstrom,7.162,0,7.162,36,0,6.682,0.16,2.3,16.231,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C3,EKZ Netz 400L,5.522,0,5.522,720,5400,1.282,EKZ Mixstrom Business,6.605,0,6.605,0,0,6.605,0.16,2.3,14.587,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C1,EKZ  Netz 400 F,7.46,0,7.46,60,0,6.55,EKZ Mixstrom,7.442,0,7.442,36,0,6.992,0.65,2.3,17.852,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H2,EKZ  Netz 400 F,8.178,0,8.178,60,0,5.618,EKZ Mixstrom,8.112,0,8.112,36,0,6.672,0.16,2.3,18.749,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H3,EKZ  Netz 400 F,6.437,0,6.437,60,0,4.943,EKZ Mixstrom,7.24,0,7.24,36,0,6.44,0.16,2.3,16.136,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H6,EKZ  Netz 400 F,4.782,0,4.782,60,0,4.382,EKZ Mixstrom,6.391,0,6.391,36,0,6.247,0.65,2.3,14.122,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C4,EKZ Netz 400L,4.789,0,4.789,720,16200,1.245,EKZ Mixstrom Business,6.443,0,6.443,0,0,6.443,0.16,2.3,13.692,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C7,EKZ Netz 16L,3.138,0,3.138,720,152568,0.934,EKZ Mixstrom Business,6.299,0,6.299,0,0,6.299,0.01,2.3,11.747,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H2,EKZ  Netz 400 F,8.178,0,8.178,60,0,5.618,EKZ Mixstrom,8.112,0,8.112,36,0,6.672,0.65,2.3,19.239,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H7,EKZ Netz 400F & EKZ Netz 400WP,5.871,0,5.871,120,0,4.788,EKZ Mixstrom,6.819,0,6.819,36,0,6.542,0.65,2.3,15.64,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H1,EKZ Netz 400F,9.584,0,9.584,60,0,5.674,EKZ Mixstrom,8.941,0,8.941,36,0,6.691,0.65,2.3,21.475,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C7,EKZ Netz 16L,3.138,0,3.138,720,152568,0.934,EKZ Mixstrom Business,6.299,0,6.299,0,0,6.299,0.5,2.3,12.237,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H1,EKZ Netz 400F,9.584,0,9.584,60,0,5.674,EKZ Mixstrom,8.941,0,8.941,36,0,6.691,0.16,2.3,20.985,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H4,EKZ  Netz 400 F,7.142,0,7.142,60,0,5.649,EKZ Mixstrom,7.482,0,7.482,36,0,6.682,0.16,2.3,17.084,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H3,EKZ  Netz 400 F,6.437,0,6.437,60,0,4.943,EKZ Mixstrom,7.24,0,7.24,36,0,6.44,0.65,2.3,16.626,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H6,EKZ  Netz 400 F,4.782,0,4.782,60,0,4.382,EKZ Mixstrom,6.391,0,6.391,36,0,6.247,0.16,2.3,13.632,,
2022,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C6,EKZ Netz 16L,3.673,0,3.673,720,37440,0.969,EKZ Mixstrom Business,6.477,0,6.477,0,0,6.477,0.05,2.3,12.499,,
2022,CHE-100.587.008,"Politische Gemeinde Benken ZH, Elektrizitätsversorgung",cheapest,H3,Niederspannung (400V): Grundpreistarif,6.143,0,6.143,60,0,4.65,Standard,6.25,0,6.25,0,0,6.25,0.5,2.3,15.193,,
2022,CHE-100.587.008,"Politische Gemeinde Benken ZH, Elektrizitätsversorgung",standard,H7,Niederspannung (400V): Grundpreistarif,5.272,0,5.272,60,0,4.65,Standard,6.25,0,6.25,0,0,6.25,0.5,2.3,14.322,,
2022,CHE-100.587.008,"Politische Gemeinde Benken ZH, Elektrizitätsversorgung",cheapest,C4,Niederspannung (400V): Grundpreistarif,4.822,0,4.822,60,0,4.65,Standard,6.25,0,6.25,0,0,6.25,0.5,2.3,13.872,,
2022,CHE-100.587.008,"Politische Gemeinde Benken ZH, Elektrizitätsversorgung",cheapest,H5,Niederspannung (400V): Grundpreistarif,5.61,0,5.61,60,0,4.65,Standard,6.25,0,6.25,0,0,6.25,0.5,2.3,14.66,,
2022,CHE-100.587.008,"Politische Gemeinde Benken ZH, Elektrizitätsversorgung",standard,C4,Niederspannung (400V): Grundpreistarif,4.822,0,4.822,60,0,4.65,Standard,6.25,0,6.25,0,0,6.25,0.5,2.3,13.872,,
2022,CHE-100.587.008,"Politische Gemeinde Benken ZH, Elektrizitätsversorgung",cheapest,H6,Niederspannung (400V): Grundpreistarif,5.05,0,5.05,60,0,4.65,Standard,6.25,0,6.25,0,0,6.25,0.5,2.3,14.1,,
2022,CHE-100.587.008,"Politische Gemeinde Benken ZH, Elektrizitätsversorgung",cheapest,C1,Niederspannung (400V): Grundpreistarif,5.56,0,5.56,60,0,4.65,Standard,6.25,0,6.25,0,0,6.25,0.5,2.3,14.61,,
2022,CHE-100.587.008,"Politische Gemeinde Benken ZH, Elektrizitätsversorgung",standard,H2,Niederspannung (400V): Grundpreistarif,7.21,0,7.21,60,0,4.65,Standard,6.25,0,6.25,0,0,6.25,0.5,2.3,16.26,,
