period, operator, operatorLabel, product, category, gridusagename, gridusage before discount (cts./kWh), gridusagediscount discount (cts./kWh), gridusage after discount (cts./kWh), hereof grid: fixcosts (CHF p.a.), hereof grid: power price (CHF p.a.), hereof grid: working price (cts./kWh), energyname, energy before discount (cts./kWh), energy discount (cts./kWh), energy after discount (cts./kWh), hereof energy: fixcosts (CHF p.a.), hereof energy: power price (CHF p.a.), hereof energy: working price (cts./kWh), charge (cts./kWh), aidfee (cts./kWh), total (cts./kWh), metering rate (cts./kWh), annual metering cost (CHF p.a.)
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H4,EKZ  Netz 400 F,10.183,0,10.183,60,0,6.9,EKZ Mixstrom,18.965,0,18.965,36,0,18.165,0.65,2.3,32.099,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C2,EKZ  Netz 400 F,9.05,0,9.05,60,0,6.9,EKZ Mixstrom,18.727,0,18.727,36,0,18.607,0.16,2.3,30.237,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H5,EKZ  Netz 400 F,9.65,0,9.65,60,0,6.9,EKZ Mixstrom,18.384,0,18.384,36,0,17.904,0.16,2.3,30.494,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H5,EKZ  Netz 400 F,9.65,0,9.65,60,0,6.9,EKZ Mixstrom,18.384,0,18.384,36,0,17.904,0.65,2.3,30.984,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H1,EKZ  Netz 400 F,12.6,0,12.6,60,0,6.9,EKZ Mixstrom ,20.427,0,20.427,36,0,18.177,0.16,2.3,35.487,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C4,EKZ Netz 400L,7.834,0,7.834,720,20700,1.6,EKZ Mixstrom Business,18.362,0,18.362,0,0,18.362,0.16,2.3,28.656,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C7,EKZ Netz 16L,5.544,0,5.544,720,175062,1.25,EKZ Mixstrom Business,18.164,0,18.164,0,0,18.164,0.01,2.3,26.018,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H3,EKZ  Netz 400 F,10.183,0,10.183,60,0,6.9,EKZ Mixstrom,18.664,0,18.664,36,0,17.864,0.65,2.3,31.798,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C1,EKZ  Netz 400 F,9.6,0,9.6,60,0,6.9,EKZ Mixstrom,19.075,0,19.075,36,0,18.625,0.65,2.3,31.625,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H3,EKZ  Netz 400 F,10.183,0,10.183,60,0,6.9,EKZ Mixstrom,18.664,0,18.664,36,0,17.864,0.16,2.3,31.308,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C5,EKZ Netz 16L,6.566,0,6.566,720,16110,1.25,EKZ Mixstrom Business,18.362,0,18.362,0,0,18.362,0.16,2.3,27.388,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H2,EKZ  Netz 400 F,11.25,0,11.25,60,0,6.9,EKZ Mixstrom ,19.596,0,19.596,36,0,18.156,0.65,2.3,33.796,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H8,EKZ  Netz 400 F,9.65,0,9.65,60,0,6.9,EKZ Mixstrom ,18.646,0,18.646,36,0,18.166,0.65,2.3,31.246,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H6,EKZ  Netz 400 F,9.09,0,9.09,60,0,6.9,EKZ Mixstrom,17.765,0,17.765,36,0,17.621,0.65,2.3,29.805,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H4,EKZ  Netz 400 F,10.183,0,10.183,60,0,6.9,EKZ Mixstrom,18.965,0,18.965,36,0,18.165,0.16,2.3,31.609,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C1,EKZ  Netz 400 F,9.6,0,9.6,60,0,6.9,EKZ Mixstrom,19.075,0,19.075,36,0,18.625,0.16,2.3,31.135,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H7,EKZ Netz 400F & EKZ Netz 400WP,9.119,0,9.119,120,0,6.246,EKZ Mixstrom,18.263,0,18.263,36,0,17.986,0.16,2.3,29.842,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C3,EKZ Netz 400L,8.63,0,8.63,720,6900,1.6,EKZ Mixstrom Business,18.54,0,18.54,0,0,18.54,0.16,2.3,29.63,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,H7,EKZ Netz 400F & EKZ Netz 400WP,9.119,0,9.119,120,0,6.246,EKZ Mixstrom,18.263,0,18.263,36,0,17.986,0.65,2.3,30.332,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C6,EKZ Netz 16L,6.112,0,6.112,720,42960,1.25,EKZ Mixstrom Business,18.378,0,18.378,0,0,18.378,0.54,2.3,27.33,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C6,EKZ Netz 16L,6.112,0,6.112,720,42960,1.25,EKZ Mixstrom Business,18.378,0,18.378,0,0,18.378,0.05,2.3,26.84,,
2024,CHE-108.954.688,Elektrizitätswerke des Kantons Zürich (EKZ),standard,C4,EKZ Netz 400L,7.834,0,7.834,720,20700,1.6,EKZ Mixstrom Business,18.362,0,18.362,0,0,18.362,0.65,2.3,29.146,,
